body_type,fuel_type,vehicle_year,MPG,NewPrice,NumMakes,NumModels,Range,auto_operating_cost,co2gpm
Car,BEV,2011,93.8,44331.89559,3,4,73,0.108682942,0
Car,BEV,2012,95.6,54291.33743,5,5,113,0.108080753,0
Car,BEV,2013,104.3,59928.48966,9,12,105,0.105463183,0
Car,BEV,2014,106.1,50547.30465,10,13,115,0.104975212,0
Car,BEV,2015,103.2,63109.22167,10,18,157,0.105769767,0
Car,BEV,2016,103.1,74787.61065,11,25,173,0.105797963,0
Car,BEV,2017,108.7,65091.20275,13,23,169,0.104298896,0
Car,BEV,2018,115.0309858,65202.70828,13.92307692,44.30769231,145.6393987,0.103654628,
Car,BEV,2019,116.7564506,65202.70828,14.84615385,65.61538462,147.8239897,0.103029221,
Car,BEV,2020,118.5077974,65202.70828,15.76923077,86.92307692,150.0413495,0.102403815,
Car,BEV,2021,120.2854144,65202.70828,16.69230769,108.2307692,152.2919698,0.101778408,
Car,BEV,2022,122.0896956,65202.70828,17.61538462,129.5384615,154.5763493,0.101153002,
Car,BEV,2023,123.921041,65202.70828,18.53846154,150.8461538,156.8949946,0.100527595,
Car,BEV,2024,125.7798566,65202.70828,19.46153846,172.1538462,159.2484195,0.099902189,
Car,BEV,2025,127.6665545,65202.70828,20.38461538,193.4615385,161.6371458,0.099276782,
Car,BEV,2026,129.5815528,65202.70828,21.30769231,214.7692308,164.0617029,0.098651376,
Car,BEV,2027,131.5252761,65202.70828,22.23076923,236.0769231,166.5226285,0.098025969,
Car,BEV,2028,133.4981552,65202.70828,23.15384615,257.3846154,169.0204679,0.097400563,
Car,BEV,2029,135.5006275,65202.70828,24.07692308,278.6923077,171.5557749,0.096775156,
Car,BEV,2030,137.533137,65202.70828,25,300,174.1291116,0.09614975,
Car,BEV,2031,139.596134,65202.70828,25.25,297.5,176.7410482,0.095524343,
Car,BEV,2032,141.690076,65202.70828,25.5,295,179.392164,0.094898936,
Car,BEV,2033,143.8154272,65202.70828,25.75,292.5,182.0830464,0.09427353,
Car,BEV,2034,145.9726586,65202.70828,26,290,184.8142921,0.093648123,
Car,BEV,2035,148.1622484,65202.70828,26.25,287.5,187.5865065,0.093022717,
Car,BEV,2036,150.3846822,65202.70828,26.5,285,190.4003041,0.09239731,
Car,BEV,2037,152.6404524,65202.70828,26.75,282.5,193.2563087,0.091771904,
Car,BEV,2038,154.9300592,65202.70828,27,280,196.1551533,0.091146497,
Car,BEV,2039,157.2540101,65202.70828,27.25,277.5,199.0974806,0.090521091,
Car,BEV,2040,159.6128202,65202.70828,27.5,275,202.0839428,0.089895684,
Car,BEV,2041,162.0070125,65202.70828,27.75,272.5,205.1152019,0.089270278,
Car,BEV,2042,164.4371177,65202.70828,28,270,208.19193,0.088644871,
Car,BEV,2043,166.9036745,65202.70828,28.25,267.5,211.3148089,0.088019465,
Car,BEV,2044,169.4072296,65202.70828,28.5,265,214.484531,0.087394058,
Car,BEV,2045,171.948338,65202.70828,28.75,262.5,217.701799,0.086768651,
Car,BEV,2046,174.5275631,65202.70828,29,260,220.967326,0.086143245,
Car,BEV,2047,177.1454766,65202.70828,29.25,257.5,224.2818359,0.085517838,
Car,BEV,2048,179.8026587,65202.70828,29.5,255,227.6460634,0.084892432,
Car,BEV,2049,182.4996986,65202.70828,29.75,252.5,231.0607544,0.084267025,
Car,BEV,2050,185.2371941,65202.70828,30,250,234.5266657,0.083641619,
Car,Diesel,1998,33.8,45885.66203,2,8,0,0.165457396,306.26
Car,Diesel,1999,34.5,45290.37855,2,8,0,0.163656522,299.48
Car,Diesel,2000,35.5,45772.94097,1,6,0,0.161207042,288.19
Car,Diesel,2001,35.5,44010.93975,1,6,0,0.161207042,288.19
Car,Diesel,2002,35.6,44034.24182,1,8,0,0.160969663,287.33
Car,Diesel,2003,35.6,44289.27981,1,8,0,0.160969663,287.33
Car,Diesel,2004,32.6,44749.60108,1,10,0,0.16872454,315.61
Car,Diesel,2005,32,44218.5867,2,13,0,0.17045,321.07
Car,Diesel,2006,32.3,45448.75007,2,7,0,0.169579257,317.06
Car,Diesel,2007,26,44308.58881,1,1,0,0.192084615,391.54
Car,Diesel,2008,26,42108.12422,1,1,0,0.192084615,391.54
Car,Diesel,2009,30.2,41981.77425,3,6,0,0.176037748,339.1
Car,Diesel,2010,31.4,41559.0992,3,8,0,0.172241401,324.25
Car,Diesel,2011,31.4,40534.44697,3,8,0,0.172241401,324.25
Car,Diesel,2012,32.3,38825.98783,2,8,0,0.169579257,314.55
Car,Diesel,2013,31.8,38846.09034,2,12,0,0.171039623,319.17
Car,Diesel,2014,31.5,38368.66109,4,20,0,0.171938095,322.3
Car,Diesel,2015,32.8,39308.445,4,23,0,0.168163415,311.57
Car,Diesel,2016,31.4,39325.51763,2,8,0,0.172241401,325.13
Car,Diesel,2017,35.2,38787.1746,3,9,0,0.161927273,290
Car,Diesel,2018,41.48711269,45079.34609,2.769230769,8.307692308,0,0.165874271,
Car,Diesel,2019,42.10941938,45079.34609,2.538461538,7.615384615,0,0.164974891,
Car,Diesel,2020,42.74106067,45079.34609,2.307692308,6.923076923,0,0.164075511,
Car,Diesel,2021,43.38217658,45079.34609,2.076923077,6.230769231,0,0.16317613,
Car,Diesel,2022,44.03290923,45079.34609,1.846153846,5.538461538,0,0.16227675,
Car,Diesel,2023,44.69340287,45079.34609,1.615384615,4.846153846,0,0.161377369,
Car,Diesel,2024,45.36380391,45079.34609,1.384615385,4.153846154,0,0.160477989,
Car,Diesel,2025,46.04426097,45079.34609,1.153846154,3.461538462,0,0.159578608,
Car,Diesel,2026,46.73492488,45079.34609,0.923076923,2.769230769,0,0.158679228,
Car,Diesel,2027,47.43594876,45079.34609,0.692307692,2.076923077,0,0.157779848,
Car,Diesel,2028,48.14748799,45079.34609,0.461538462,1.384615385,0,0.156880467,
Car,Diesel,2029,48.86970031,45079.34609,0.230769231,0.692307692,0,0.155981087,
Car,Gas,1998,21.3,38952.55256,42,464,0,0.21754507,433.86
Car,Gas,1999,21.2,38447.21363,40,483,0,0.218209434,435.35
Car,Gas,2000,21,38856.86312,39,473,0,0.219557143,437.7
Car,Gas,2001,21,37361.09207,39,505,0,0.219557143,437.72
Car,Gas,2002,20.8,37380.8733,42,543,0,0.220930769,439.76
Car,Gas,2003,20.5,37597.37624,42,573,0,0.223041463,450.5
Car,Gas,2004,20.6,37988.14511,43,628,0,0.222331068,445.25
Car,Gas,2005,20.4,37537.36453,41,661,0,0.223758824,452.05
Car,Gas,2006,20.2,38581.65596,43,595,0,0.225214852,456.18
Car,Gas,2007,20.3,37613.76774,43,594,0,0.224483251,454.23
Car,Gas,2008,20.5,35745.78309,46,649,0,0.223041463,454.02
Car,Gas,2009,21,35638.52401,45,637,0,0.219557143,444.46
Car,Gas,2010,21.5,35279.71318,44,641,0,0.216234884,434.37
Car,Gas,2011,21.7,34409.88113,42,617,0,0.214948848,428.48
Car,Gas,2012,22.4,32959.56219,42,668,0,0.210628571,417.59
Car,Gas,2013,23.1,32976.62731,40,702,0,0.20657013,402.94
Car,Gas,2014,23.2,32571.33539,41,717,0,0.206010345,402.86
Car,Gas,2015,23.4,33369.12233,39,740,0,0.204905128,398.43
Car,Gas,2016,23.7,33383.61537,39,734,0,0.203282279,392.27
Car,Gas,2017,24,32926.61346,39,738,0,0.2017,388.85
Car,Gas,2018,29.44973476,38268.06719,36.94444444,699.7777778,0,0.19850964,
Car,Gas,2019,29.89148079,38268.06719,34.88888889,661.5555556,0,0.196392888,
Car,Gas,2020,30.339853,38268.06719,32.83333333,623.3333333,0,0.194276137,
Car,Gas,2021,30.79495079,38268.06719,30.77777778,585.1111111,0,0.192159385,
Car,Gas,2022,31.25687505,38268.06719,28.72222222,546.8888889,0,0.190042633,
Car,Gas,2023,31.72572818,38268.06719,26.66666667,508.6666667,0,0.187925881,
Car,Gas,2024,32.2016141,38268.06719,24.61111111,470.4444444,0,0.18580913,
Car,Gas,2025,32.68463831,38268.06719,22.55555556,432.2222222,0,0.183692378,
Car,Gas,2026,33.17490789,38268.06719,20.5,394,0,0.181575626,
Car,Gas,2027,33.67253151,38268.06719,18.44444444,355.7777778,0,0.179458874,
Car,Gas,2028,34.17761948,38268.06719,16.38888889,317.5555556,0,0.177342123,
Car,Gas,2029,34.69028377,38268.06719,14.33333333,279.3333333,0,0.175225371,
Car,Gas,2030,35.21063803,38268.06719,12.27777778,241.1111111,0,0.173108619,
Car,Gas,2031,35.7387976,38268.06719,10.22222222,202.8888889,0,0.170991867,
Car,Gas,2032,36.27487956,38268.06719,8.166666667,164.6666667,0,0.168875116,
Car,Gas,2033,36.81900276,38268.06719,6.111111111,126.4444444,0,0.166758364,
Car,Gas,2034,37.3712878,38268.06719,4.055555556,88.22222222,0,0.164641612,
Car,Gas,2035,37.93185711,38268.06719,2,50,0,0.16252486,
Car,Gas,2036,38.50083497,38268.06719,2,50,0,0.160408109,
Car,Gas,2037,39.0783475,38268.06719,2,50,0,0.158291357,
Car,Gas,2038,39.66452271,38268.06719,2,50,0,0.156174605,
Car,Gas,2039,40.25949055,38268.06719,2,50,0,0.154057853,
Car,Gas,2040,40.86338291,38268.06719,2,50,0,0.151941101,
Car,Gas,2041,41.47633365,38268.06719,2,50,0,0.14982435,
Car,Gas,2042,42.09847866,38268.06719,2,50,0,0.147707598,
Car,Gas,2043,42.72995584,38268.06719,2,50,0,0.145590846,
Car,Gas,2044,43.37090517,38268.06719,2,50,0,0.143474094,
Car,Gas,2045,44.02146875,38268.06719,2,50,0,0.141357343,
Car,Gas,2046,44.68179078,38268.06719,2,50,0,0.139240591,
Car,Gas,2047,45.35201764,38268.06719,2,50,0,0.137123839,
Car,Gas,2048,46.03229791,38268.06719,2,50,0,0.135007087,
Car,Gas,2049,46.72278238,38268.06719,2,50,0,0.132890336,
Car,Gas,2050,47.42362411,38268.06719,2,50,0,0.130773584,
Car,Hybrid,2000,53,41031.95988,1,1,0,0.133303774,167.68
Car,Hybrid,2001,47,39452.45982,2,4,0,0.140529787,190.65
Car,Hybrid,2002,47,39473.34834,2,3,0,0.140529787,191.17
Car,Hybrid,2003,43.3,39701.9705,2,7,0,0.145984065,207.34
Car,Hybrid,2004,43.9,40114.61351,2,7,0,0.14503713,204.44
Car,Hybrid,2005,41.9,39638.59951,2,8,0,0.148299045,218.55
Car,Hybrid,2006,42.4,40741.3474,2,5,0,0.147454717,224.05
Car,Hybrid,2007,33.3,39719.27956,5,7,0,0.16679009,281.75
Car,Hybrid,2008,31.8,37746.73043,6,8,0,0.171039623,299.43
Car,Hybrid,2009,32.3,37633.4673,6,8,0,0.169579257,293.75
Car,Hybrid,2010,34.5,37254.57126,8,13,0,0.163656522,276.5
Car,Hybrid,2011,33.6,36336.04847,11,20,0,0.165985714,285.2
Car,Hybrid,2012,34.2,34804.54481,12,25,0,0.164419298,280.1
Car,Hybrid,2013,35.3,34822.56518,15,34,0,0.161685836,265.21
Car,Hybrid,2014,34.8,34394.58617,15,40,0,0.162906897,270.95
Car,Hybrid,2015,35.5,35237.03096,12,33,0,0.161207042,261.42
Car,Hybrid,2016,36.8,35252.33528,14,31,0,0.158221739,253.65
Car,Hybrid,2017,40.4,34769.7517,11,29,0,0.150957426,242.55
Car,Hybrid,2018,45.88043378,40410.20483,11.69230769,38.30769231,0,0.153837421,
Car,Hybrid,2019,46.56864028,40410.20483,12.38461538,47.61538462,0,0.152216834,
Car,Hybrid,2020,47.26716989,40410.20483,13.07692308,56.92307692,0,0.150596248,
Car,Hybrid,2021,47.97617744,40410.20483,13.76923077,66.23076923,0,0.148975661,
Car,Hybrid,2022,48.6958201,40410.20483,14.46153846,75.53846154,0,0.147355075,
Car,Hybrid,2023,49.4262574,40410.20483,15.15384615,84.84615385,0,0.145734489,
Car,Hybrid,2024,50.16765126,40410.20483,15.84615385,94.15384615,0,0.144113902,
Car,Hybrid,2025,50.92016603,40410.20483,16.53846154,103.4615385,0,0.142493316,
Car,Hybrid,2026,51.68396852,40410.20483,17.23076923,112.7692308,0,0.14087273,
Car,Hybrid,2027,52.45922805,40410.20483,17.92307692,122.0769231,0,0.139252143,
Car,Hybrid,2028,53.24611647,40410.20483,18.61538462,131.3846154,0,0.137631557,
Car,Hybrid,2029,54.04480821,40410.20483,19.30769231,140.6923077,0,0.136010971,
Car,Hybrid,2030,54.85548034,40410.20483,20,150,0,0.134390384,
Car,Hybrid,2031,55.67831254,40410.20483,19.5,143.5,0,0.132769798,
Car,Hybrid,2032,56.51348723,40410.20483,19,137,0,0.131149211,
Car,Hybrid,2033,57.36118954,40410.20483,18.5,130.5,0,0.129528625,
Car,Hybrid,2034,58.22160738,40410.20483,18,124,0,0.127908039,
Car,Hybrid,2035,59.09493149,40410.20483,17.5,117.5,0,0.126287452,
Car,Hybrid,2036,59.98135547,40410.20483,17,111,0,0.124666866,
Car,Hybrid,2037,60.8810758,40410.20483,16.5,104.5,0,0.12304628,
Car,Hybrid,2038,61.79429194,40410.20483,16,98,0,0.121425693,
Car,Hybrid,2039,62.72120631,40410.20483,15.5,91.5,0,0.119805107,
Car,Hybrid,2040,63.66202441,40410.20483,15,85,0,0.11818452,
Car,Hybrid,2041,64.61695477,40410.20483,14.5,78.5,0,0.116563934,
Car,Hybrid,2042,65.5862091,40410.20483,14,72,0,0.114943348,
Car,Hybrid,2043,66.57000223,40410.20483,13.5,65.5,0,0.113322761,
Car,Hybrid,2044,67.56855227,40410.20483,13,59,0,0.111702175,
Car,Hybrid,2045,68.58208055,40410.20483,12.5,52.5,0,0.110081589,
Car,Hybrid,2046,69.61081176,40410.20483,12,46,0,0.108461002,
Car,Hybrid,2047,70.65497394,40410.20483,11.5,39.5,0,0.106840416,
Car,Hybrid,2048,71.71479854,40410.20483,11,33,0,0.10521983,
Car,Hybrid,2049,72.79052052,40410.20483,10.5,26.5,0,0.103599243,
Car,Hybrid,2050,73.88237833,40410.20483,10,20,0,0.101978657,
Car,PEV,2011,37,38741.26195,1,1,0,0.157781081,84
Car,PEV,2012,35.7,47444.73245,3,3,0,0.160733613,129.67
Car,PEV,2013,40.8,52370.99125,3,4,0,0.150229412,118
Car,PEV,2014,35.1,44172.85443,8,10,0,0.162170086,160
Car,PEV,2015,32.1,55150.60558,8,11,0,0.170157944,181.55
Car,PEV,2016,33.8,65356.24918,8,14,0,0.165457396,142.21
Car,PEV,2017,35.1,56882.64178,9,14,0,0.162170086,138.64
Car,PEV,2018,40.16750709,56980.08551,9.846153846,20.61538462,0,0.183782957,
Car,PEV,2019,40.77001969,56980.08551,10.69230769,27.23076923,0,0.183782957,
Car,PEV,2020,41.38156999,56980.08551,11.53846154,33.84615385,0,0.183782957,
Car,PEV,2021,42.00229354,56980.08551,12.38461538,40.46153846,0,0.183782957,
Car,PEV,2022,42.63232794,56980.08551,13.23076923,47.07692308,0,0.183782957,
Car,PEV,2023,43.27181286,56980.08551,14.07692308,53.69230769,0,0.183782957,
Car,PEV,2024,43.92089005,56980.08551,14.92307692,60.30769231,0,0.183782957,
Car,PEV,2025,44.57970341,56980.08551,15.76923077,66.92307692,0,0.183782957,
Car,PEV,2026,45.24839896,56980.08551,16.61538462,73.53846154,0,0.183782957,
Car,PEV,2027,45.92712494,56980.08551,17.46153846,80.15384615,0,0.183782957,
Car,PEV,2028,46.61603181,56980.08551,18.30769231,86.76923077,0,0.183782957,
Car,PEV,2029,47.31527229,56980.08551,19.15384615,93.38461538,0,0.183782957,
Car,PEV,2030,48.02500138,56980.08551,20,100,0,0.183782957,
Car,PEV,2031,48.7453764,56980.08551,20.25,95.5,0,0.183782957,
Car,PEV,2032,49.47655704,56980.08551,20.5,91,0,0.183782957,
Car,PEV,2033,50.2187054,56980.08551,20.75,86.5,0,0.183782957,
Car,PEV,2034,50.97198598,56980.08551,21,82,0,0.183782957,
Car,PEV,2035,51.73656577,56980.08551,21.25,77.5,0,0.183782957,
Car,PEV,2036,52.51261426,56980.08551,21.5,73,0,0.183782957,
Car,PEV,2037,53.30030347,56980.08551,21.75,68.5,0,0.183782957,
Car,PEV,2038,54.09980802,56980.08551,22,64,0,0.183782957,
Car,PEV,2039,54.91130514,56980.08551,22.25,59.5,0,0.183782957,
Car,PEV,2040,55.73497472,56980.08551,22.5,55,0,0.183782957,
Car,PEV,2041,56.57099934,56980.08551,22.75,50.5,0,0.183782957,
Car,PEV,2042,57.41956433,56980.08551,23,46,0,0.183782957,
Car,PEV,2043,58.2808578,56980.08551,23.25,41.5,0,0.183782957,
Car,PEV,2044,59.15507066,56980.08551,23.5,37,0,0.183782957,
Car,PEV,2045,60.04239672,56980.08551,23.75,32.5,0,0.183782957,
Car,PEV,2046,60.94303267,56980.08551,24,28,0,0.183782957,
Car,PEV,2047,61.85717816,56980.08551,24.25,23.5,0,0.183782957,
Car,PEV,2048,62.78503584,56980.08551,24.5,19,0,0.183782957,
Car,PEV,2049,63.72681137,56980.08551,24.75,14.5,0,0.183782957,
Car,PEV,2050,64.68271354,56980.08551,25,10,0,0.183782957,
Car-AV,BEV,2010,110,60000,1,10,150,0.1,
Car-AV,BEV,2011,111.65,60000,1,10,152.25,0.1,
Car-AV,BEV,2012,113.32475,60000,1,10,154.53375,0.1,
Car-AV,BEV,2013,115.0246212,60000,1,10,156.8517562,0.1,
Car-AV,BEV,2014,116.7499906,60000,1,10,159.2045326,0.1,
Car-AV,BEV,2015,118.5012404,60000,1,10,161.5926006,0.1,
Car-AV,BEV,2016,120.278759,60000,1,10,164.0164896,0.1,
Car-AV,BEV,2017,122.0829404,60000,1,10,166.4767369,0.1,
Car-AV,BEV,2018,123.9141845,60000,1,10,168.973888,0.1,
Car-AV,BEV,2019,125.7728973,60000,1,10,171.5084963,0.1,
Car-AV,BEV,2020,127.6594908,60000,1,10,174.0811238,0.1,
Car-AV,BEV,2021,129.5743831,60000,1,10,176.6923406,0.1,
Car-AV,BEV,2022,131.5179989,60000,1,10,179.3427257,0.1,
Car-AV,BEV,2023,133.4907688,60000,1,10,182.0328666,0.1,
Car-AV,BEV,2024,135.4931304,60000,1,10,184.7633596,0.1,
Car-AV,BEV,2025,137.5255273,60000,1,10,187.53481,0.1,
Car-AV,BEV,2026,139.5884102,60000,1,10,190.3478321,0.1,
Car-AV,BEV,2027,141.6822364,60000,1,10,193.2030496,0.1,
Car-AV,BEV,2028,143.8074699,60000,1,10,196.1010954,0.1,
Car-AV,BEV,2029,145.964582,60000,1,10,199.0426118,0.1,
Car-AV,BEV,2030,148.1540507,60000,1,10,202.028251,0.1,
Car-AV,BEV,2031,150.3763615,60000,1.7,17,205.0586747,0.1,
Car-AV,BEV,2032,152.6320069,60000,2.4,24,208.1345549,0.1,
Car-AV,BEV,2033,154.921487,60000,3.1,31,211.2565732,0.1,
Car-AV,BEV,2034,157.2453093,60000,3.8,38,214.4254218,0.1,
Car-AV,BEV,2035,159.603989,60000,4.5,45,217.6418031,0.1,
Car-AV,BEV,2036,161.9980488,60000,5.2,52,220.9064302,0.1,
Car-AV,BEV,2037,164.4280195,60000,5.9,59,224.2200266,0.1,
Car-AV,BEV,2038,166.8944398,60000,6.6,66,227.583327,0.1,
Car-AV,BEV,2039,169.3978564,60000,7.3,73,230.9970769,0.1,
Car-AV,BEV,2040,171.9388243,60000,8,80,234.4620331,0.1,
Car-AV,BEV,2041,174.5179066,60000,8.7,87,237.9789636,0.1,
Car-AV,BEV,2042,177.1356752,60000,9.4,94,241.548648,0.1,
Car-AV,BEV,2043,179.7927103,60000,10.1,101,245.1718777,0.1,
Car-AV,BEV,2044,182.489601,60000,10.8,108,248.8494559,0.1,
Car-AV,BEV,2045,185.226945,60000,11.5,115,252.5821977,0.1,
Car-AV,BEV,2046,188.0053492,60000,12.2,122,256.3709307,0.1,
Car-AV,BEV,2047,190.8254294,60000,12.9,129,260.2164947,0.1,
Car-AV,BEV,2048,193.6878109,60000,13.6,136,264.1197421,0.1,
Car-AV,BEV,2049,196.593128,60000,14.3,143,268.0815382,0.1,
Car-AV,BEV,2050,199.542025,60000,15,150,272.1027613,0.1,
Car-AV,PEV,2010,35,60000,1,5,0,0.15,
Car-AV,PEV,2011,35.525,60000,1,5,0,0.15,
Car-AV,PEV,2012,36.057875,60000,1,5,0,0.15,
Car-AV,PEV,2013,36.59874312,60000,1,5,0,0.15,
Car-AV,PEV,2014,37.14772427,60000,1,5,0,0.15,
Car-AV,PEV,2015,37.70494014,60000,1,5,0,0.15,
Car-AV,PEV,2016,38.27051424,60000,1,5,0,0.15,
Car-AV,PEV,2017,38.84457195,60000,1,5,0,0.15,
Car-AV,PEV,2018,39.42724053,60000,1,5,0,0.15,
Car-AV,PEV,2019,40.01864914,60000,1,5,0,0.15,
Car-AV,PEV,2020,40.61892888,60000,1,5,0,0.15,
Car-AV,PEV,2021,41.22821281,60000,1,5,0,0.15,
Car-AV,PEV,2022,41.846636,60000,1,5,0,0.15,
Car-AV,PEV,2023,42.47433554,60000,1,5,0,0.15,
Car-AV,PEV,2024,43.11145057,60000,1,5,0,0.15,
Car-AV,PEV,2025,43.75812233,60000,1,5,0,0.15,
Car-AV,PEV,2026,44.41449417,60000,1,5,0,0.15,
Car-AV,PEV,2027,45.08071158,60000,1,5,0,0.15,
Car-AV,PEV,2028,45.75692225,60000,1,5,0,0.15,
Car-AV,PEV,2029,46.44327609,60000,1,5,0,0.15,
Car-AV,PEV,2030,47.13992523,60000,1,5,0,0.15,
Car-AV,PEV,2031,47.84702411,60000,1.45,7.25,0,0.15,
