MAZ,TAZ,EXTERNAL,EMP_AFS,EMP_CON,EMP_GOV,EMP_HCS,EMP_IFRPBS,EMP_NRM,EMP_OSV,EMP_RET,EMP_AER,EMP_MFG,EMP_WT,EMP_EDU,EMP_TWU,EMP_TOTAL,ENROLLGRADEKto8,ENROLLGRADE9to12,DIST_Kto8,DIST_9to12,COLLEGEENROLL,PRKCST_HR,PRKCST_DAY,PRKCST_MNTH,PRKSPACES,INTHMI,PARKATTRACT,TERMINALTIME,ESCOOACCTIME,EBIKEACCTIME,PNR_SPACES,DISTRICT9,TOTHHS,TOTPOP,ACRES,walk_dist_local_bus,walk_dist_premium_transit
390,34,0,57,0,0,0,0,0,0,0,17,0,0,0,0,36,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,216,0,,,,0,1,193,194,1.6335868398020643,0.0,0.098
391,34,0,47,0,0,0,0,0,54,0,0,0,0,0,0,66,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,224,0,,,,0,1,63,78,1.5395167233464264,0.0,0.048
392,34,0,11,0,0,0,226,0,5,2,0,0,0,136,0,615,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,206,0,,,,0,1,142,142,1.557692151425947,0.0,0.01
393,34,0,0,0,0,0,58,0,1,0,0,0,16,0,0,55,0,0,PORTLAND,PORTLAND,0,2.4,12.75,10.68,,201,0,,,,0,1,1,1,1.8173341907877771,0.096,0.139
394,34,0,0,10,0,0,89,0,14,0,0,0,0,39,0,96,0,0,PORTLAND,PORTLAND,160,2.4,0.0,0.0,,198,0,,,,0,1,0,0,1.5408680039025349,0.045,0.029
395,34,0,29,0,0,22,28,0,20,3,16,0,4,11,0,71,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,210,0,,,,0,1,66,82,1.7196806886380227,0.048,0.097
396,34,0,2,0,0,27,21,0,0,1,0,19,0,0,0,43,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,218,0,,,,0,1,205,256,1.5519678865790776,0.048,0.048
397,34,0,0,0,3,98,229,0,10,0,0,0,0,0,0,255,0,0,PORTLAND,PORTLAND,0,2.4,12.0,10.23,,187,0,,,,0,1,19,19,1.5509072477455836,0.045,0.029
398,34,0,14,0,0,0,0,0,0,1,0,0,0,7,0,28,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,214,0,,,,0,1,0,0,1.7739257842282483,0.048,0.048
399,34,0,52,0,0,0,29,0,54,0,0,0,0,0,0,153,0,0,PORTLAND,PORTLAND,0,2.4,10.0,10.0,,202,0,,,,0,1,0,0,1.5520053190332923,0.096,0.097
400,34,0,0,52,0,0,39,0,3,0,46,0,0,0,1,80,0,0,PORTLAND,PORTLAND,0,2.4,15.0,9.77,,196,0,,,,0,1,93,113,1.5504431516316504,0.033,0.0
401,34,0,0,0,0,0,0,0,0,0,0,0,0,208,0,252,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,185,0,,,,0,1,16,16,1.5467781216991852,0.0,0.033
402,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,193,2,,,,0,1,0,0,1.4339853439193722,0.0,0.106
403,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,208,0,,,,0,1,0,0,1.5377298376331856,0.0,0.096
404,34,0,0,0,0,32,0,0,0,0,0,0,0,0,0,16,0,0,PORTLAND,PORTLAND,0,2.4,11.81,9.55,,203,0,,,,0,1,13,13,1.5520264641245636,0.048,0.048
405,34,0,0,0,0,48,0,0,0,0,0,0,0,0,0,24,0,0,PORTLAND,PORTLAND,0,2.4,11.73,9.55,,189,0,,,,0,1,0,0,1.5348510301466656,0.05,0.097
406,34,0,0,13,147,0,8,0,0,0,0,0,0,0,0,234,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,181,0,,,,0,1,23,23,1.5638502547555064,0.098,0.145
407,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,181,0,,,,0,1,23,23,1.4089828582762003,0.143,0.19
408,34,0,45,0,0,0,64,0,6,15,0,7,0,0,0,173,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,242,0,,,,0,1,0,0,2.7804181644194044,0.0,0.0
409,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,10.0,9.05,,233,0,,,,0,1,0,0,1.5511968871830564,0.0,0.0
410,34,0,0,0,1,0,47,0,1,0,0,0,0,0,0,54,0,0,PORTLAND,PORTLAND,0,2.4,10.0,10.46,,229,0,,,,0,1,0,0,1.5509082691057388,0.0,0.0
411,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,189,3,,,,0,1,0,0,1.5527345360237073,0.023,0.13
412,34,0,12,0,0,0,224,0,10,0,0,0,0,0,0,226,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,225,0,,,,0,1,10,10,27.15434893538027,0.0,0.0
413,34,0,52,0,0,0,31,0,2,3,0,21,0,0,0,168,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,217,0,,,,0,1,226,287,1.5527139739277347,0.0,0.0
414,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,124,0,,,,0,7,62,72,1.5486221839779255,0.041,0.887
415,35,0,8,0,0,0,49,0,0,5,0,0,9,0,0,84,0,0,PORTLAND,PORTLAND,0,0.0,12.0,7.27,,130,0,,,,0,7,0,0,0.6735371972303735,0.098,0.956
416,35,0,11,0,1,19,38,0,17,0,3,0,3,0,0,84,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,74,0,,,,0,7,0,0,6.22926007107599,0.0,1.179
417,35,0,0,0,0,0,58,5,0,2,0,0,0,0,0,63,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,142,0,,,,0,7,770,1391,84.73326249713818,0.0,0.952
418,35,0,0,0,0,0,4,0,0,0,0,8,0,9,0,39,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,137,0,,,,0,7,0,0,1.563180505754337,0.0,1.0
419,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,134,0,,,,0,7,0,0,1.5554033914748713,0.047,999999.0
420,35,0,33,0,0,0,0,0,0,2,0,0,0,0,0,35,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,135,0,,,,0,7,0,0,3.037235941405667,0.0,999999.0
421,35,0,22,2,0,0,10,0,0,29,0,0,0,0,0,48,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,152,0,,,,0,7,0,0,3.098568761054884,0.292,1.244
422,35,0,0,23,18,920,436,0,0,0,0,0,0,6,0,2314,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,95,0,,,,0,7,18,22,18.300479073845043,0.098,999999.0
423,35,0,0,0,0,0,47,0,0,0,0,25,0,0,0,98,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,120,0,,,,0,7,0,0,16.766906737079648,0.0,999999.0
424,35,0,0,1,0,0,0,1,19,0,2,4,0,0,0,33,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,132,0,,,,0,7,0,0,3.01143836032716,0.096,999999.0
425,35,0,0,0,0,0,3,0,0,2,0,0,3,0,0,11,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,133,0,,,,0,7,0,0,2.9999846378237143,0.049,1.001
426,35,0,0,0,0,0,16,0,0,7,0,6,0,0,0,37,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,141,0,,,,0,7,0,0,1.5296763327930865,0.197,1.149
427,35,0,0,0,44,0,0,0,0,0,0,0,0,0,0,47,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,138,0,,,,0,7,0,0,3.084847619655973,0.292,1.244
428,35,0,32,0,0,0,260,0,0,0,0,0,0,0,0,217,0,0,PORTLAND,PORTLAND,0,0.0,10.0,8.14,,114,0,,,,0,7,1,1,3.1372017679082567,0.0,1.025
429,35,0,0,0,0,0,2,0,0,0,0,17,100,0,0,129,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,129,0,,,,0,7,0,0,2.6901987780411964,0.195,999999.0
430,35,0,1,0,0,0,39,0,0,2,0,10,0,0,0,106,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,126,0,,,,0,7,0,0,3.1437573737591324,0.049,999999.0
431,35,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,118,0,,,,0,7,2,2,3.1070392997252942,0.196,999999.0
432,35,0,0,0,0,0,64,0,0,0,0,0,0,0,204,458,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,116,0,,,,0,7,0,0,1.596053590434559,0.215,999999.0
433,35,0,0,486,0,0,5,0,0,0,0,1,0,0,0,530,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,122,0,,,,0,7,0,0,3.0999260632678194,0.213,999999.0
434,35,0,25,0,0,0,0,0,0,0,3,2,12,0,0,27,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,123,0,,,,0,7,0,0,6.219562848799783,0.099,999999.0
435,35,0,9,93,0,0,7,0,6,0,0,0,0,0,0,60,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,114,0,,,,0,7,7,10,4.619843065944305,0.193,999999.0
436,35,0,0,74,0,0,9,0,0,0,0,0,0,0,0,89,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,103,0,,,,0,7,0,0,3.0960551943987444,0.215,999999.0
437,35,0,0,0,0,0,0,0,0,0,0,15,1,0,0,12,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,103,0,,,,0,7,0,0,2.1514950118343057,0.246,999999.0
438,35,0,0,12,0,0,0,0,0,3,0,10,15,0,0,22,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,103,0,,,,0,7,1,1,2.1486591193652886,0.146,999999.0
439,35,0,0,0,0,0,44,0,0,10,0,29,6,0,0,94,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,104,0,,,,0,7,1,1,2.1141472697079022,0.193,999999.0
440,35,0,0,66,0,0,83,0,17,5,0,10,1,0,32,186,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,122,0,,,,0,7,14,14,2.184874102766029,0.244,1.196
441,35,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,114,0,,,,0,7,0,0,17.249521999850813,0.197,999999.0
442,35,0,0,0,0,15,0,0,0,0,0,209,10,0,0,221,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,117,0,,,,0,7,0,0,10.761010066224417,0.39,999999.0
443,35,0,0,0,0,0,22,0,4,0,0,13,0,0,0,46,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,93,0,,,,0,7,0,0,24.822385045579924,0.214,999999.0
444,35,0,0,16,0,0,20,0,4,0,0,0,0,0,0,31,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,92,0,,,,0,7,0,0,1.7868621530366826,0.314,999999.0
445,35,0,0,0,0,0,2,0,0,0,0,108,0,0,23,121,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,95,0,,,,0,7,0,0,1.9051087171195484,0.245,999999.0
446,35,0,0,76,0,0,13,0,5,0,0,0,53,3,852,1032,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,103,0,,,,0,7,0,0,8.66407046190648,0.0,1.179
447,35,0,0,0,0,0,19,0,0,0,0,0,4,0,0,12,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,88,0,,,,0,7,0,0,11.542151290695042,0.148,999999.0
448,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,77,0,,,,0,7,0,0,4.160415386353442,0.205,999999.0
449,36,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,132,0,,,,0,7,0,0,4.004814549051559,0.061,0.907
450,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,222,0,,,,0,7,0,0,0.5905916911912001,0.0,0.697
451,36,0,14,0,0,0,11,0,0,0,0,0,0,0,0,16,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,224,0,,,,0,7,0,0,0.5290965466717529,0.0,0.649
452,36,0,0,0,0,0,1,0,127,0,0,0,0,0,0,137,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,231,0,,,,0,7,81,104,1.5292715971624211,0.0,0.611
453,36,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,228,0,,,,0,7,7,9,1.5521344577959872,0.0,0.562
454,36,0,0,7,0,0,0,0,0,0,5,0,0,0,0,13,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,213,0,,,,0,7,67,82,1.5529465041677388,0.048,0.698
455,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,207,0,,,,0,7,2,3,1.5351652766505324,0.048,0.698
456,36,0,0,0,0,0,16,0,1,0,0,0,0,0,0,14,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,221,0,,,,0,7,0,0,0.5530042062723014,0.049,0.66
457,36,0,0,0,0,0,0,0,0,37,0,0,0,0,0,29,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,217,0,,,,0,7,32,39,1.5499986699882993,0.049,0.611
458,36,0,0,2,0,0,35,0,0,0,0,0,0,0,0,77,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,200,0,,,,0,7,4,5,1.5526264157375949,0.0,0.746
459,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,194,0,,,,0,7,0,0,1.5357185895900076,0.0,0.715
460,36,0,3,0,0,2,8,0,0,0,28,0,0,1,0,59,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,208,0,,,,0,7,0,0,0.595586867940238,0.0,0.708
461,36,0,0,0,0,0,9,0,2,19,0,0,0,0,0,24,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,210,0,,,,0,7,99,136,1.551765152901137,0.0,0.66
462,36,0,0,13,0,0,13,0,0,0,1,0,0,0,0,37,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,197,0,,,,0,7,0,0,1.5526038904186985,0.048,0.756
463,36,0,25,0,0,0,7,0,0,14,0,0,0,0,0,30,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,194,0,,,,0,7,89,123,1.5549410912558628,0.0,0.708
464,36,0,0,0,0,0,1,0,0,66,0,0,0,0,0,59,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,186,0,,,,0,7,0,0,1.5375037168283407,0.097,0.843
465,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,180,0,,,,0,7,0,0,1.5380193470780454,0.049,0.759
466,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,168,0,,,,0,7,0,0,0.5911181745514296,0.097,0.804
467,36,0,0,0,0,0,0,0,0,0,14,0,0,0,0,19,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,175,0,,,,0,7,0,0,0.5708679573730354,0.097,0.843
468,36,0,0,0,0,0,5,0,14,0,0,0,0,0,0,46,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,185,0,,,,0,7,0,0,1.5122510921408274,0.05,0.805
469,36,0,0,0,0,0,0,0,0,0,0,53,0,0,0,52,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,186,0,,,,0,7,0,0,1.5637312139807744,0.049,0.757
470,36,0,0,7,0,0,110,0,0,0,0,0,2,0,0,239,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,186,0,,,,0,7,0,0,1.5491856859926765,0.096,0.853
471,36,0,2,0,0,5,8,0,6,0,4,0,0,6,0,29,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,171,0,,,,0,7,44,53,3.0921505526798057,0.0,0.855
472,36,0,0,0,0,93,5,0,124,0,0,0,0,0,0,274,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,173,0,,,,0,7,0,0,1.5375756954219864,0.0,0.806
473,36,0,24,7,0,0,82,0,0,0,0,0,3,0,0,86,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,178,0,,,,0,7,74,91,1.5463819127060303,0.0,0.952
474,36,0,0,0,0,2,19,0,0,7,1,1,0,0,0,41,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,189,0,,,,0,7,58,68,3.118224547597544,0.046,0.94
475,36,0,0,0,0,0,11,0,0,0,0,0,0,0,0,15,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,162,0,,,,0,7,21,21,6.1768701549808585,0.047,0.893
476,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,155,0,,,,0,7,43,43,1.588075241273872,0.1,0.853
477,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,152,0,,,,0,7,0,0,0.6723563906893335,0.098,0.903
478,36,0,0,0,0,2,17,0,1,2,0,0,0,0,0,20,0,0,PORTLAND,PORTLAND,0,2.0,10.0,8.14,,177,0,,,,0,7,0,0,2.321788928937216,0.0,0.991
479,36,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,168,0,,,,0,7,0,0,3.102468097562304,0.046,0.998
480,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,163,0,,,,0,7,14,18,3.1511560323753933,0.05,0.904
481,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,159,0,,,,0,7,0,0,1.6253730282160623,0.048,0.95
482,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,161,0,,,,0,7,0,0,1.955648007889235,0.046,0.998
483,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,149,0,,,,0,7,0,0,2.8094865313246884,0.0,0.952
484,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,151,0,,,,0,7,0,0,1.0766780288538875,0.048,0.95
485,36,0,0,0,0,0,2,0,0,7,0,0,5,0,0,11,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,145,0,,,,0,7,0,0,1.7487933784647656,0.049,1.005
486,36,0,0,0,0,0,0,0,0,0,0,0,0,68,0,63,206,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,142,0,,,,0,7,12,12,1.5970207636762883,0.145,0.95
487,36,0,0,0,0,4,230,0,0,0,0,0,21,0,431,883,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,170,0,,,,0,7,0,0,1.7154113378302518,0.097,1.088
488,37,0,28,0,0,4,23,0,18,2,26,0,0,0,0,69,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,242,0,,,,0,7,0,0,2.962089683129452,0.0,0.66
489,37,0,0,0,0,69,0,0,0,0,0,0,0,0,0,91,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,249,0,,,,0,7,14,15,3.101617897571761,0.097,0.514
490,37,0,2,0,0,0,3,0,1,0,0,0,2,0,0,15,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,278,0,,,,0,7,0,0,1.5558299647173122,0.048,0.316
491,37,0,28,0,0,0,7,0,0,0,0,0,0,0,0,52,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,270,0,,,,0,7,12,13,1.550859981692053,0.0,0.268
492,37,0,0,0,0,14,0,0,0,0,0,0,0,10,0,35,134,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,261,0,,,,0,7,5,5,1.5527605823930175,0.096,0.392
493,37,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,275,0,,,,0,7,28,35,3.103974235038447,0.0,0.366
494,37,0,0,0,0,0,5,0,0,2,0,0,0,0,0,5,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,265,0,,,,0,7,34,44,1.5519366345107757,0.0,0.318
495,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,261,3,,,,0,7,101,129,1.5527400165137866,0.097,0.466
496,37,0,0,0,0,32,0,0,5,0,0,0,0,0,0,34,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,262,0,,,,0,7,6,6,3.1038544418554985,0.0,0.367
497,37,0,0,0,0,0,32,0,0,0,0,0,1,0,0,17,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,255,0,,,,0,7,38,41,1.55160491143139,0.096,0.514
498,37,0,0,46,0,0,18,0,0,0,0,0,0,0,0,69,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,260,0,,,,0,7,141,177,3.103896873524321,0.0,0.415
499,37,0,0,0,0,0,4,0,1,0,0,0,1,0,0,7,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,253,0,,,,0,7,38,50,1.55264618233984,0.096,0.514
500,37,0,0,0,0,0,14,0,7,0,0,1,0,0,0,20,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,256,0,,,,0,7,259,344,3.1016344521880272,0.049,0.464
501,37,0,0,0,0,16,12,0,0,0,0,2,0,2,0,34,0,0,PORTLAND,PORTLAND,0,2.0,0.0,0.0,,253,0,,,,0,7,45,59,1.5418303101316786,0.098,0.563
502,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,243,0,,,,0,7,97,121,3.1038791147874094,0.097,0.648
503,38,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,299,0,,,,0,7,0,0,0.5425913397298703,0.0,0.248
504,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,290,0,,,,0,7,51,65,1.661154750877662,0.098,0.308
505,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,286,0,,,,0,7,0,0,1.718528737977584,0.047,0.404
506,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,273,0,,,,0,7,0,0,1.2160901308762595,0.049,0.502
507,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,259,0,,,,0,7,0,0,1.7473341782402774,0.146,0.599
508,38,0,0,0,0,43,4,0,1,0,1,0,0,0,0,51,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,248,0,,,,0,7,0,0,0.5838303908941146,0.048,0.563
509,38,0,0,0,0,0,43,0,3,0,0,0,0,0,50,103,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,241,0,,,,0,7,72,94,1.562710885834973,0.048,0.601
510,38,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,291,0,,,,0,7,0,0,1.5167380463105165,0.0,0.202
511,38,0,0,0,0,0,0,0,0,0,0,0,0,26,0,21,225,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,289,0,,,,0,7,0,0,1.4297459303273603,0.075,0.286
512,38,0,0,21,0,0,4,0,13,0,0,0,0,5,0,36,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,282,0,,,,0,7,5,5,1.5256697308337923,0.0,0.309
513,38,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,281,0,,,,0,7,82,108,1.5363536698075546,0.0,0.309
514,38,0,13,0,0,0,1,0,0,10,1,0,0,0,0,34,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,282,0,,,,0,7,35,42,1.5343593467627232,0.048,0.357
515,38,0,0,0,0,0,0,0,0,47,0,0,0,4,0,35,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,273,0,,,,0,7,1,1,1.5666430985703108,0.0,0.405
516,38,0,0,0,0,2,20,0,0,0,0,0,0,0,0,19,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,274,0,,,,0,7,0,0,1.5649616375669213,0.048,0.415
517,38,0,0,29,0,0,18,0,3,0,0,0,0,0,0,57,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,268,0,,,,0,7,14,14,1.5508218159665177,0.049,0.454
518,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,266,0,,,,0,7,36,44,1.5527762407609424,0.0,0.463
519,38,0,29,0,0,0,48,0,0,0,0,0,0,0,0,61,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,263,0,,,,0,7,15,15,1.5519561602938083,0.098,0.503
520,38,0,0,0,14,0,0,0,0,0,0,0,7,0,0,32,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,260,0,,,,0,7,0,0,1.5402068528020665,0.097,0.512
521,38,0,0,0,0,4,5,0,0,0,0,0,0,0,0,16,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,257,0,,,,0,7,0,0,1.547619640566623,0.098,0.551
